#  DisGeNET, a discovery platform for human diseases and their genes - http://disgenet.org/
#   Copyright 2010-2016 
#  
# Use is subject to the terms at http://www.disgenet.org/ds/DisGeNET/html/legal.html
# These terms include:
# 
#   1. The DisGeNET database and Knowledge discovery platform are provided to advance 
#       the knowledge about human diseases and their associated genes, 
#       and are intended to be used only for research and education. 
#
#   2. All forms of publication (e.g., web sites, research papers, databases,
#       software applications, etc.) that use or rely on DisGeNET data must cite DisGeNET.
#       Citation guidelines: http://www.disgenet.org/ds/DisGeNET/html/citation.html
# 
# 
# More information at: http://www.disgenet.org/web/DisGeNET/menu/downloads
# 
# This file corresponds to DisGeNET v4.0 (created on Jun 27 2016)
#
# If you have any further questions, please email us at support@disgenet.org 
diseaseId	diseaseName	meshId	meshName
umls:C0795898	Cleft Palate-Lateral Synechia Syndrome	C563047	Cleft Palate-Lateral Synechia Syndrome
umls:C0795902	Coloboma, cleft lip/palate and mental retardation syndrome	C535971	Coloboma, cleft lip/palate and mental retardation syndrome
umls:C0795905	Cantu syndrome	C535572	Cantu syndrome
umls:C0795907	CONOTRUNCAL ANOMALY FACE SYNDROME	D004062	DiGeorge Syndrome
umls:C0795910	COWCHOCK SYNDROME	C536450	Cowchock syndrome
umls:C0795917	Alpha-Thalassemia Mental Retardation Syndrome, Deletion-Type	C563050	Alpha-Thalassemia Mental Retardation Syndrome, Deletion-Type
umls:C0795934	Digitorenocerebral Syndrome	C563052	Digitorenocerebral Syndrome
umls:C0795940	Filippi syndrome	C538152	Filippi syndrome
umls:C0795949	Galloway Mowat syndrome	C537548	Galloway Mowat syndrome
umls:C0795950	Corpus callosum agenesis neuronopathy	C536446	Corpus callosum agenesis neuronopathy
umls:C0795953	MASA SYNDROME (disorder)	C536029	MASA (Mental Retardation, Aphasia, Shuffling Gait, Adducted Thumbs) Syndrome
umls:C0795956	Chylomicron retention disease	C535460	Chylomicron retention disease
umls:C0795959	Gomez Lopez Hernandez syndrome	C537285	Gomez Lopez Hernandez syndrome
umls:C0795965	X-linked mental retardation Gustavson type	C536759	X-linked mental retardation Gustavson type
umls:C0795974	Hereditary macular epidermolysis bullosa	C563065	Bullous Dystrophy, Hereditary Macular Type
umls:C0795996	STRIATONIGRAL DEGENERATION, INFANTILE (disorder)	C537500	Striatonigral degeneration infantile
umls:C0795998	JACKSON-WEISS SYNDROME	C537559	Jackson-Weiss syndrome
umls:C0796003	Juberg-Marsidi syndrome	C537457	Mental retardation-hypotonic facies syndrome, x-linked, 1
umls:C0796004	Kabuki make-up syndrome	C537705	Kabuki syndrome
umls:C0796012	Krause-Kivlin syndrome	C537617	Krause-Kivlin syndrome
umls:C0796013	Zimmerman Laband syndrome	C536725	Zimmerman Laband syndrome
umls:C0796016	Microphthalmia, syndromic 1	C537464	Microphthalmia, syndromic 1
umls:C0796019	SPASTIC PARAPLEGIA 23 (disorder)	C536859	Spastic paraplegia 23
umls:C0796022	Lujan Fryns syndrome	C537724	Lujan Fryns syndrome
umls:C0796028	ATAXIA, FATAL X-LINKED, WITH DEAFNESS AND LOSS OF VISION	C535388	Arts syndrome
umls:C0796031	Malouf syndrome	C535703	Malouf syndrome
umls:C0796032	Malpuech facial clefting syndrome	C535704	Malpuech facial clefting syndrome
umls:C0796033	MARDEN-WALKER SYNDROME	C535910	Marden-Walker syndrome
umls:C0796037	Martsolf syndrome	C536028	Martsolf syndrome
umls:C0796055	Mercaptolactate-Cysteine Disulfiduria	C563085	Mercaptolactate-Cysteine Disulfiduria
umls:C0796059	Oculopalatoskeletal syndrome	C537738	Oculopalatoskeletal syndrome
umls:C0796063	microcephaly-digital anomalies syndrome	C567101	Microcephaly with Mental Retardation and Digital Anomalies
umls:C0796068	Oculodigitoesophagoduodenal syndrome	C537734	Oculodigitoesophagoduodenal syndrome
umls:C0796070	MICROPHTHALMIA, SYNDROMIC 7	C537466	Microphthalmia, syndromic 7
umls:C0796074	MOHR-TRANEBJAERG SYNDROME	C535808	Mohr-Tranebjaerg syndrome
umls:C0796081	Growth mental deficiency syndrome of Myhre	C537620	Growth mental deficiency syndrome of Myhre
umls:C0796083	Najjar syndrome	C535580	Najjar syndrome
umls:C0796085	Nance-Horan syndrome	C538336	Nance-Horan syndrome
umls:C0796089	LISSENCEPHALY SYNDROME, NORMAN-ROBERTS TYPE	C537848	Norman Roberts lissencephaly syndrome
umls:C0796093	Odontoonychodermal dysplasia	C537742	Odontoonychodermal dysplasia
umls:C0796094	Blepharophimosis syndrome Ohdo type	C536232	Blepharophimosis syndrome Ohdo type
umls:C0796095	Opitz trigonocephaly syndrome	C537418	Opitz trigonocephaly syndrome
umls:C0796110	Pallister W syndrome	C538106	Pallister W syndrome
umls:C0796113	Nephroblastomatosis, fetal ascites, macrosomia and Wilms tumor	C536399	Nephroblastomatosis, fetal ascites, macrosomia and Wilms tumor
umls:C0796121	Primrose syndrome	C536420	Primrose syndrome
umls:C0796124	Proud Syndrome	C563110	Proud Syndrome
umls:C0796126	AICARDI-GOUTIERES SYNDROME 1	C535607	Aicardi-Goutieres syndrome
umls:C0796135	Renpenning syndrome 1	C537761	Renpenning syndrome 1
umls:C0796137	3C syndrome	C535313	3C syndrome
umls:C0796139	Rosselli-Gulienetti syndrome	C563117	Rosselli-Gulienetti Syndrome
umls:C0796147	Acrocallosal Syndrome	D055673	Acrocallosal Syndrome
umls:C0796149	Scott Syndrome	C563120	Scott Syndrome
umls:C0796154	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1	C537340	Simpson-Golabi-Behmel syndrome
umls:C0796160	MENTAL RETARDATION, X-LINKED, SNYDER-ROBINSON TYPE	C536678	Snyder Robinson syndrome
umls:C0796173	Spondyloperipheral dysplasia short ulna	C535799	Spondyloperipheral dysplasia short ulna
umls:C0796176	STUVE-WIEDEMANN SYNDROME	C537502	Stuve-Wiedemann syndrome
umls:C0796182	Acromelic frontonasal dysplasia	C535657	Acromelic frontonasal dysplasia
umls:C0796184	Corpus Callosum, Agenesis of, with Facial Anomalies and Robin Sequence	C563127	Corpus Callosum, Agenesis of, with Facial Anomalies and Robin Sequence
umls:C0796195	Waisman syndrome	C537179	Parkinsonism, early onset with mental retardation
umls:C0796200	Wieacker-Wolff syndrome	C536703	Wieacker syndrome
umls:C0796202	Wittwer syndrome	C536737	Wittwer syndrome
umls:C0796205	SPINOCEREBELLAR ATAXIA, X-LINKED 1	C563134	Spinocerebellar Ataxia, X-Linked 1
umls:C0796206	Atkin syndrome	C538195	Atkin syndrome
umls:C0796208	MENTAL RETARDATION, X-LINKED 3	C563136	Mental Retardation, X-Linked 3
umls:C0796215	Mental Retardation, X-Linked 9	C563137	Mental Retardation, X-Linked 9
umls:C0796220	MENTAL RETARDATION, X-LINKED 14	C537454	Mental retardation, X-linked 14
umls:C0796223	MENTAL RETARDATION, X-LINKED 17	C563140	Mental Retardation, X-Linked 17
umls:C0796225	Mental Retardation, X-Linked 19	C563141	Mental Retardation, X-Linked 19
umls:C0796226	MENTAL RETARDATION, X-LINKED 20	C563142	Mental Retardation, X-Linked 20
umls:C0796229	MENTAL RETARDATION, X-LINKED 23	C563144	Mental Retardation, X-Linked 23
umls:C0796232	Bohring syndrome	C537419	Bohring syndrome
umls:C0796237	Mental Retardation, X-Linked 30	C563146	Mental Retardation, X-Linked 30
umls:C0796244	MENTAL RETARDATION, X-LINKED, WITH OR WITHOUT SEIZURES, ARX-RELATED (disorder)	C563150	Mental Retardation, X-Linked, With Or Without Seizures, Arx-Related
umls:C0796250	PARTINGTON X-LINKED MENTAL RETARDATION SYNDROME	C536300	Partington X-linked mental retardation syndrome
umls:C0796254	DANDY-WALKER MALFORMATION WITH MENTAL RETARDATION, BASAL GANGLIA DISEASE, AND SEIZURES	C535773	Mental retardation, X-linked, syndromic 5
umls:C0796274	Brown-Vialetto-Van Laere syndrome	C537111	Brown-Vialetto-Van Laere syndrome
umls:C0796275	Brunner Syndrome	C563156	Brunner Syndrome
umls:C0796279	Carnevale syndrome	C535586	Carnevale syndrome
umls:C0796280	Acromegaloid facial appearance syndrome	C535655	Acromegaloid facial appearance syndrome
umls:C0809935	Chromosome 18, trisomy 18q	C538308	Chromosome 18, trisomy 18q
umls:C0812435	Chromosome 11p deletion syndrome	C541598	Chromosome 11p Deletion Syndrome
umls:C0812437	Oculo-dento-digital syndrome	C563160	Oculodentodigital Dysplasia
umls:C0813142	Circadian Rhythm Disorders	D021081	Chronobiology Disorders
umls:C0836924	Thrombocytosis	D013922	Thrombocytosis
umls:C0846967	Acanthoma	D049309	Acanthoma
umls:C0848548	hypertensive nephropathy	C563161	Hypertensive Nephropathy
umls:C0848558	Hypospadias	D007021	Hypospadias
umls:C0848676	Subfertility, Male	D007248	Infertility, Male
umls:C0851140	Carcinoma in situ of uterine cervix	D018290	Cervical Intraepithelial Neoplasia
umls:C0851578	Sleep Disorders	D012893	Sleep Wake Disorders
umls:C0851886	Pneumocystis Infections	D016720	Pneumocystis Infections
umls:C0852036	Pregnancy associated hypertension	D046110	Hypertension, Pregnancy-Induced
umls:C0852077	Blood Coagulation Disorders, Inherited	D025861	Blood Coagulation Disorders, Inherited
umls:C0853897	Diabetic Cardiomyopathies	D058065	Diabetic Cardiomyopathies
umls:C0854723	Retinal Dystrophies	D058499	Retinal Dystrophies
umls:C0856761	Budd-Chiari Syndrome	D006502	Budd-Chiari Syndrome
umls:C0856830	Calcium pyrophosphate arthropathy	C563162	Chondrocalcinosis 2
umls:C0857007	Hyperbilirubinemia, Neonatal	D051556	Hyperbilirubinemia, Neonatal
umls:C0857305	Thrombocytopenic purpura	D011696	Purpura, Thrombocytopenic
umls:C0857862	Staphylococcus Aureus Pneumonia	D011023	Pneumonia, Staphylococcal
umls:C0860158	Leydig Cell Hypoplasia	C562567	Leydig Cell Hypoplasia
umls:C0860207	Drug-Induced Liver Injury	D056486	Drug-Induced Liver Injury
umls:C0869523	Carditis	D009205	Myocarditis
umls:C0872084	Sarcopenia	D055948	Sarcopenia
umls:C0872218	MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY SYNDROME	C537477	Mitochondrial neurogastrointestinal encephalopathy syndrome
umls:C0876926	Traumatic Brain Injury	D001930	Brain Injuries
umls:C0876994	Cardiotoxicity	D066126	Cardiotoxicity
umls:C0877015	Pelvic Organ Prolapse	D056887	Pelvic Organ Prolapse
umls:C0877024	Schimke immunoosseous dysplasia	C536629	Schimke immunoosseous dysplasia
umls:C0877055	Acute Generalized Exanthematous Pustulosis	D056150	Acute Generalized Exanthematous Pustulosis
umls:C0877172	Hematoma, Epidural, Spinal	D046748	Hematoma, Epidural, Spinal
umls:C0877445	Candidemia	D058387	Candidemia
umls:C0877578	Treatment related secondary malignancy	D016609	Neoplasms, Second Primary
umls:C0877792	Sleep Disorders, Circadian Rhythm	D020178	Sleep Disorders, Circadian Rhythm
umls:C0877849	Askin's tumor	C563168	Askin Tumor
umls:C0877854	Cerebral Arteriosclerosis	D002537	Intracranial Arteriosclerosis
umls:C0878486	Arteriolosclerosis	D050379	Arteriolosclerosis
umls:C0878500	Intraepithelial Neoplasia	D002278	Carcinoma in Situ
umls:C0878544	Cardiomyopathies	D009202	Cardiomyopathies
umls:C0878555	Diffuse panbronchiolitis	C536174	Diffuse panbronchiolitis
umls:C0878675	Erdheim-Chester Disease	D031249	Erdheim-Chester Disease
umls:C0878676	6-pyruvoyl-tetrahydropterin synthase deficiency	C535325	6-pyruvoyl-tetrahydropterin synthase deficiency
umls:C0878677	Glycogen Storage Disease Type IIb	D052120	Glycogen Storage Disease Type IIb
umls:C0878681	Dent's disease	D057973	Dent Disease
umls:C0878682	Ceruloplasmin deficiency	C536004	Familial apoceruloplasmin deficiency
umls:C0878683	Pituitary Dwarfism Type 3	C563172	Pituitary Hormone Deficiency, Combined, 2
umls:C0878684	SHORT syndrome	C537327	SHORT syndrome
umls:C0878773	Overactive Bladder	D053201	Urinary Bladder, Overactive
umls:C0887833	Carcinoma, Pancreatic Ductal	D021441	Carcinoma, Pancreatic Ductal
umls:C0887976	Chlamydophila Infections	D023521	Chlamydophila Infections
umls:C0917713	Becker Muscular Dystrophy	D020388	Muscular Dystrophy, Duchenne
umls:C0917715	Hajdu-Cheney Syndrome	D031845	Hajdu-Cheney Syndrome
umls:C0917796	Optic Atrophy, Hereditary, Leber	D029242	Optic Atrophy, Hereditary, Leber
umls:C0917798	Cerebral Ischemia	D002545	Brain Ischemia
umls:C0917799	Hypersomnia	D006970	Disorders of Excessive Somnolence
umls:C0917800	Epilepsy, Myoclonic, Infantile	D004831	Epilepsies, Myoclonic
umls:C0917801	Sleeplessness	D007319	Sleep Initiation and Maintenance Disorders
umls:C0917804	Arteriovenous Malformations, Cerebral	D002538	Intracranial Arteriovenous Malformations
umls:C0917805	Transient Cerebral Ischemia	D002546	Ischemic Attack, Transient
umls:C0917807	Haemophilus influenzae Meningitis Type B	D008583	Meningitis, Haemophilus
umls:C0917808	Vegetative State	D018458	Persistent Vegetative State
umls:C0917813	Spina Bifida, Open	D016137	Spina Bifida Cystica
umls:C0917816	Mental deficiency	D008607	Intellectual Disability
umls:C0917817	Neurofibromatosis 3	D017253	Neurofibromatoses
umls:C0917890	Pineocytoma	D010871	Pinealoma
umls:C0917981	Progressive Muscular Atrophy	D009134	Muscular Atrophy, Spinal
umls:C0917990	Acro-Osteolysis	D030981	Acro-Osteolysis
umls:C0917996	Cerebral Aneurysm	D002532	Intracranial Aneurysm
umls:C0919267	ovarian neoplasm	D010051	Ovarian Neoplasms
umls:C0919532	Genomic Instability	D042822	Genomic Instability
umls:C0920269	Microsatellite Instability	D053842	Microsatellite Instability
umls:C0920296	Developmental reading disorder	D004410	Dyslexia
umls:C0920350	Autoimmune thyroiditis	D013967	Thyroiditis, Autoimmune
umls:C0920563	Insulin Sensitivity	D007333	Insulin Resistance
umls:C0936016	Testicular Feminization	D013734	Androgen-Insensitivity Syndrome
umls:C0936215	Vitamin B 6 Deficiency	D026681	Vitamin B 6 Deficiency
umls:C0936248	Chondroma	D002812	Chondroma
umls:C0936250	Eczema Herpeticum	D007617	Kaposi Varicelliform Eruption
umls:C0936256	Lysine Alpha-Ketoglutarate Reductase Deficiency Disease	D020167	Hyperlysinemias
umls:C0936273	Familial Amyloid Polyneuropathy, Type IV	D028227	Amyloid Neuropathies, Familial
umls:C0936273	Familial Amyloid Polyneuropathy, Type IV	C537459	Meretoja syndrome
umls:C0947622	Cholecystolithiasis	D041761	Cholecystolithiasis
umls:C0948031	Primary Graft Dysfunction	D055031	Primary Graft Dysfunction
umls:C0948089	Acute Coronary Syndrome	D054058	Acute Coronary Syndrome
umls:C0948163	Leukoaraiosis	D049292	Leukoaraiosis
umls:C0948187	Tracheomalacia	D055090	Tracheomalacia
umls:C0948355	Myocardial bridging	D054084	Myocardial Bridging
umls:C0948368	Kaufman-McKusick syndrome	C538159	McKusick Kaufman syndrome
umls:C0948480	Coronary Restenosis	D023903	Coronary Restenosis
umls:C0948896	Primary hypogonadism	D007006	Hypogonadism
umls:C0948954	Alveolar echinococcosis	C536591	Alveolar echinococcosis
umls:C0949116	Congenital hypoplastic anemia	D029502	Anemia, Hypoplastic, Congenital
umls:C0949272	IIeocolitis	D003424	Crohn Disease
umls:C0949331	Gonadal Agenesis	D006059	Gonadal Dysgenesis
umls:C0949445	Cervical Dystonia	D014103	Torticollis
umls:C0949496	Luft Disease	D017240	Mitochondrial Myopathies
umls:C0949506	Porokeratosis of Mibelli	D017499	Porokeratosis
umls:C0949541	Hurthle Cell Tumor	D018249	Adenoma, Oxyphilic
umls:C0949595	Gonadal Dysgenesis, 46,XX	D023961	Gonadal Dysgenesis, 46,XX
umls:C0949628	Uniparental Disomy	D024182	Uniparental Disomy
umls:C0949658	Cardiomyopathy, Hypertrophic, Familial	D024741	Cardiomyopathy, Hypertrophic, Familial
umls:C0949664	Tauopathies	D024801	Tauopathies
umls:C0949690	Spondylarthritis	D025241	Spondylarthritis
umls:C0949691	Spondylarthropathies	D025242	Spondylarthropathies
umls:C0949804	Polyomavirus Infections	D027601	Polyomavirus Infections
umls:C0949855	Electron Transport Chain Deficiencies, Mitochondrial	D028361	Mitochondrial Diseases
umls:C0949856	Oxidative Phosphorylation Deficiencies	D028361	Mitochondrial Diseases
umls:C0949857	Mitochondrial Respiratory Chain Deficiencies	D028361	Mitochondrial Diseases
umls:C0950121	Denys-Drash Syndrome	D030321	Denys-Drash Syndrome
umls:C0950122	Frasier Syndrome	D052159	Frasier Syndrome
umls:C0950124	Papillomavirus Infections	D030361	Papillomavirus Infections
umls:C0971858	Arthritis, Collagen-Induced	D001169	Arthritis, Experimental
umls:C0973461	Dysphasia	D001037	Aphasia
umls:C0993582	Arthritis, Experimental	D001169	Arthritis, Experimental
umls:C0994516	Type 1 Duane Retraction Syndrome	D004370	Duane Retraction Syndrome
umls:C1096063	Drug Resistant Epilepsy	D000069279	Drug Resistant Epilepsy
umls:C1096154	Kinsbourne Syndrome	D053578	Opsoclonus-Myoclonus Syndrome
umls:C1096155	Macrophage Activation Syndrome	D055501	Macrophage Activation Syndrome
umls:C1096168	Chromosome 17 trisomy	C538044	Chromosome 17 trisomy
umls:C1096902	Infantile Sialic Acid Storage Disease	D029461	Sialic Acid Storage Disease
umls:C1096903	Sialic Acid Storage Disease, Finnish Type (disorder)	D029461	Sialic Acid Storage Disease
umls:C1112486	Aggressive Systemic Mastocytosis	D034721	Mastocytosis, Systemic
umls:C1134719	Invasive Ductal Breast Carcinoma	D018270	Carcinoma, Ductal, Breast
umls:C1135120	Breakthrough Pain	D059390	Breakthrough Pain
umls:C1135191	Heart Failure, Systolic	D054143	Heart Failure, Systolic
umls:C1135196	Heart Failure, Diastolic	D054144	Heart Failure, Diastolic
umls:C1135868	Gestational Trophoblastic Neoplasms	D031901	Gestational Trophoblastic Disease
umls:C1135869	Hemorrhagic Septicemia, Viral	D031941	Hemorrhagic Septicemia, Viral
umls:C1135993	Wasting Disease, Chronic	D034081	Wasting Disease, Chronic
umls:C1136033	Cutaneous Mastocytosis	D034701	Mastocytosis, Cutaneous
umls:C1136084	Plasma cell dyscrasia	D010265	Paraproteinemias
umls:C1136085	Monoclonal Gammapathies	D010265	Paraproteinemias
umls:C1136179	Hammer Toe	D037801	Hammer Toe Syndrome
umls:C1136249	Mental Retardation, X-Linked	D038901	Mental Retardation, X-Linked
umls:C1136321	HIV-Associated Lipodystrophy Syndrome	D039682	HIV-Associated Lipodystrophy Syndrome
umls:C1140680	Malignant neoplasm of ovary	D010051	Ovarian Neoplasms
umls:C1142166	Brugada Syndrome (disorder)	D053840	Brugada Syndrome
umls:C1145628	Autonomic nervous system disorders	D001342	Autonomic Nervous System Diseases
umls:C1145670	Respiratory Failure	D012131	Respiratory Insufficiency
umls:C1148551	X-Linked Dyskeratosis Congenita	D019871	Dyskeratosis Congenita
umls:C1168198	Recurrent respiratory papillomatosis	C535297	Recurrent respiratory papillomatosis
umls:C1168250	Laryngopharyngeal Reflux	D057045	Laryngopharyngeal Reflux
umls:C1168401	Squamous cell carcinoma of the head and neck	C535575	Carcinoma, squamous cell of head and neck
umls:C1171363	Renoprival hypertension	C537760	Renoprival hypertension
umls:C1175175	Severe Acute Respiratory Syndrome	D045169	Severe Acute Respiratory Syndrome
umls:C1176475	Ductal Carcinoma	D044584	Carcinoma, Ductal
umls:C1253936	Hydrarthrosis	D006833	Hydrarthrosis
umls:C1257753	Child Malnutrition	D015362	Child Nutrition Disorders
umls:C1257763	Overnutrition	D044343	Overnutrition
umls:C1257806	Chromosomal Instability	D043171	Chromosomal Instability
umls:C1257861	Colonic Inertia	D003248	Constipation
umls:C1257877	Pheochromocytoma, Extra-Adrenal	D010673	Pheochromocytoma
umls:C1257915	Intestinal Polyposis	D044483	Intestinal Polyposis
umls:C1257930	Mammary Carcinoma, Human	D001943	Breast Neoplasms
umls:C1257931	Mammary Neoplasms, Human	D001943	Breast Neoplasms
umls:C1257958	Glucose Metabolism Disorders	D044882	Glucose Metabolism Disorders
umls:C1257960	Mannosidase Deficiency Diseases	D044904	Mannosidase Deficiency Diseases
umls:C1257965	Compensatory Hyperinsulinemia	D006946	Hyperinsulinism
umls:C1258039	Henipavirus Infections	D045464	Henipavirus Infections
umls:C1258085	Barrett Epithelium	D001471	Barrett Esophagus
umls:C1258104	Diffuse Scleroderma	D045743	Scleroderma, Diffuse
umls:C1258215	Ileus	D045823	Ileus
umls:C1258666	Myxoid cyst	D045888	Ganglion Cysts
umls:C1260325	Dendritic Cell Sarcoma, Follicular	D054740	Dendritic Cell Sarcoma, Follicular
umls:C1260326	Dendritic Cell Sarcoma, Interdigitating	D054739	Dendritic Cell Sarcoma, Interdigitating
umls:C1260327	Langerhans Cell Sarcoma	D054752	Langerhans Cell Sarcoma
umls:C1260386	Glucocorticoid-remediable aldosteronism	C563177	Glucocorticoid-Remediable Aldosteronism
umls:C1260873	Aortic valve disorder	C563178	Aortic Valve Disease
umls:C1260899	Anemia, Diamond-Blackfan	D029503	Anemia, Diamond-Blackfan
umls:C1260965	Lipoblastoma	D062689	Lipoblastoma
umls:C1261287	Stenosis	D003251	Constriction, Pathologic
umls:C1261473	Sarcoma	D012509	Sarcoma
umls:C1261502	Finding of Mean Corpuscular Hemoglobin	D004909	Erythrocyte Indices
umls:C1261504	Congenital absence of both testes	C537770	Anorchia
umls:C1262477	Weight decreased	D015431	Weight Loss
umls:C1262481	Eosinophilic gastroenteritis	C535952	Eosinophilic enteropathy
umls:C1262760	Hepatitis, Drug-Induced	D056486	Drug-Induced Liver Injury
umls:C1263846	Attention deficit hyperactivity disorder	D001289	Attention Deficit Disorder with Hyperactivity
umls:C1263858	Muscular dystrophy congenital, merosin negative	C537384	Muscular dystrophy congenital, merosin negative
umls:C1264039	von Willebrand Disease, Type 1	D056725	von Willebrand Disease, Type 1
umls:C1264040	von Willebrand Disease, Type 2	D056728	von Willebrand Disease, Type 2
umls:C1264041	von Willebrand Disease, Type 3	D056729	von Willebrand Disease, Type 3
umls:C1266042	Chromophobe Renal Cell Carcinoma	D002292	Carcinoma, Renal Cell
umls:C1266043	Sarcomatoid Renal Cell Carcinoma	D002292	Carcinoma, Renal Cell
umls:C1266044	Collecting Duct Carcinoma of the Kidney	D002292	Carcinoma, Renal Cell
umls:C1266065	Eccrine porocarcinoma	D057090	Eccrine Porocarcinoma
umls:C1266101	Thymic epithelial tumor	C536905	Thymic epithelial tumor
umls:C1266119	Solitary fibrous tumor	D054364	Solitary Fibrous Tumors
umls:C1266121	Myofibroma (morphologic abnormality)	D047708	Myofibroma
umls:C1266127	Histiocytoma, Angiomatoid Fibrous	C563181	Histiocytoma, Angiomatoid Fibrous
umls:C1266144	Pleuropulmonary blastoma	C537516	Pleuropulmonary blastoma
umls:C1266158	Nonseminomatous germ cell tumor	C537844	Nonseminomatous germ cell tumor
umls:C1268935	Congenital Thrombotic Thrombocytopenic Purpura	D011697	Purpura, Thrombotic Thrombocytopenic
umls:C1269683	Major Depressive Disorder	D003865	Depressive Disorder, Major
umls:C1270972	Mild cognitive disorder	D060825	Mild Cognitive Impairment
umls:C1271219	Congenital ectopic pupil	C536185	Ectopia pupillae
umls:C1271398	Pigment dispersion syndrome (disorder)	C563184	Glaucoma-Related Pigment Dispersion Syndrome
umls:C1272641	Systemic arterial pressure	D062186	Arterial Pressure
umls:C1274103	Oncogenic osteomalacia	C537751	Oncogenic osteomalacia
umls:C1274789	Ligneous conjunctivitis	C566897	Plasminogen Deficiency, Type I
umls:C1274795	Urban Schosser Spohn syndrome	C536476	Urban Schosser Spohn syndrome
umls:C1274933	Drug-Induced Stevens Johnson Syndrome	D013262	Stevens-Johnson Syndrome
umls:C1275078	Acrocephalopolysyndactyly type 2	C563187	Acrocephalopolysyndactyly Type II
umls:C1275081	Cardio-facio-cutaneous syndrome	C535579	Cardiofaciocutaneous syndrome
umls:C1275114	Epidermolysis Bullosa Pruriginosa	C563192	Epidermolysis Bullosa Pruriginosa
umls:C1275122	Familial multiple trichoepitheliomata	C536611	Familial cylindromatosis
umls:C1275126	TNF receptor-associated periodic fever syndrome (TRAPS)	C536657	Periodic fever, familial, autosomal dominant
umls:C1275278	Extraskeletal Myxoid Chondrosarcoma	C563195	Chondrosarcoma, Extraskeletal Myxoid
umls:C1275336	Hashimoto-Pritzker syndrome	C535843	Hashimoto-Pritzker syndrome
umls:C1275592	Funisitis (disorder)	D002821	Chorioamnionitis
umls:C1275685	Avellino corneal dystrophy	C535474	Corneal dystrophy Avellino type
umls:C1275808	Congenital central hypoventilation	C536209	Congenital central hypoventilation syndrome
umls:C1276035	Pena-Shokeir syndrome type I	C536647	Pena Shokeir syndrome, type 1
umls:C1279420	Anxiety neurosis (finding)	D001008	Anxiety Disorders
umls:C1279481	X-Linked Combined Immunodeficiency Diseases	D053632	X-Linked Combined Immunodeficiency Diseases
umls:C1280798	Von Willebrand disease, platelet type	C536458	Von Willebrand disease, platelet type
umls:C1282359	Ocular Cicatricial Pemphigoid	D010390	Pemphigoid, Benign Mucous Membrane
umls:C1282968	von Willebrand Disease, Type 2A	D056728	von Willebrand Disease, Type 2
umls:C1282971	von Willebrand Disease, Type 2B	D056728	von Willebrand Disease, Type 2
umls:C1282974	von Willebrand disease type 2M	D056728	von Willebrand Disease, Type 2
umls:C1282975	von Willebrand Disease, Type 2N	D056728	von Willebrand Disease, Type 2
umls:C1283400	Butyrylcholinesterase deficiency	C537417	Butyrylcholinesterase deficiency
umls:C1283620	Sucrase-isomaltase deficiency, congenital	C538139	Sucrase-isomaltase deficiency, congenital
umls:C1285261	Fetal Nutrition Disorders	D048070	Fetal Nutrition Disorders
umls:C1288283	Atrophoderma maculatum	D057088	Anetoderma
umls:C1290537	Amelogenesis imperfecta pigmented hypomaturation type	C538242	Amelogenesis imperfecta pigmented hypomaturation type
umls:C1291230	3-Hydroxyacyl-CoA Dehydrogenase Deficiency	C535310	3-Hydroxyacyl-CoA Dehydrogenase Deficiency
umls:C1291245	Cortisone reductase deficiency	C536447	Cortisone reductase deficiency
umls:C1291299	Deficiency of iodide peroxidase (disorder)	C563206	Thyroid Dyshormonogenesis 2A
umls:C1291329	Transaldolase Deficiency	C563207	Transaldolase Deficiency
umls:C1291386	D-glycericacidemia	C535767	D-glycericacidemia
umls:C1291490	Hyaluronidase Deficiency	C563209	Hyaluronidase Deficiency
umls:C1291512	Beta-Ureidopropionase Deficiency	C563210	Beta-Ureidopropionase Deficiency
umls:C1291564	Deficiency of aromatic-L-amino-acid decarboxylase	C537437	Aromatic amino acid decarboxylase deficiency
umls:C1291609	Ribose 5-Phosphate Isomerase Deficiency	C563212	Ribose 5-Phosphate Isomerase Deficiency
umls:C1292753	Primary Effusion Lymphoma	D054685	Lymphoma, Primary Effusion
umls:C1292772	Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative	D054438	Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative
umls:C1297882	Partial Trisomy	D014314	Trisomy
umls:C1299624	Postural Orthostatic Tachycardia Syndrome	D054972	Postural Orthostatic Tachycardia Syndrome
umls:C1299884	Eosinophilic myositis (disorder)	C535895	Limb-girdle muscular dystrophy type 2A
umls:C1300127	Perivascular Epithelioid Cell Neoplasms	D054973	Perivascular Epithelioid Cell Neoplasms
umls:C1300257	Thanatophoric dysplasia, type 2	C536508	Thanatophoric dysplasia, type 2
umls:C1301355	Myelodysplastic-Myeloproliferative Diseases	D054437	Myelodysplastic-Myeloproliferative Diseases
umls:C1301362	Lymphoma, Primary Cutaneous Anaplastic Large Cell	D054446	Lymphoma, Primary Cutaneous Anaplastic Large Cell
umls:C1301937	Talipes	D003025	Clubfoot
umls:C1302773	Low Grade Squamous Intraepithelial Neoplasia	D065310	Squamous Intraepithelial Lesions of the Cervix
